identifier,book_id,page_number,ground_truth_label,predicted_label,prob_advertisement,prob_cover,prob_story,prob_textstory,prob_first-page,prob_credits,prob_art,prob_text,prob_back_cover
Baltimore The Play one shot - Unknown_page_14,Baltimore The Play one shot - Unknown,14,advertisement,story,0.021,0.031,0.425,0.022,0.288,0.024,0.129,0.032,0.029
Baltimore The Play one shot - Unknown_page_15,Baltimore The Play one shot - Unknown,15,first-page,story,0.02,0.027,0.438,0.022,0.272,0.021,0.133,0.037,0.03
Baltimore The Play one shot - Unknown_page_16,Baltimore The Play one shot - Unknown,16,story,story,0.019,0.031,0.492,0.022,0.236,0.02,0.12,0.029,0.031
Baltimore The Play one shot - Unknown_page_17,Baltimore The Play one shot - Unknown,17,story,story,0.021,0.025,0.414,0.022,0.292,0.022,0.131,0.041,0.031
Baltimore The Play one shot - Unknown_page_18,Baltimore The Play one shot - Unknown,18,story,story,0.021,0.029,0.427,0.021,0.287,0.021,0.132,0.031,0.03
Baltimore The Play one shot - Unknown_page_19,Baltimore The Play one shot - Unknown,19,story,story,0.021,0.025,0.423,0.024,0.274,0.021,0.134,0.047,0.031
Baltimore The Play one shot - Unknown_page_20,Baltimore The Play one shot - Unknown,20,story,story,0.022,0.022,0.376,0.024,0.288,0.022,0.146,0.065,0.036
Baltimore The Play one shot - Unknown_page_21,Baltimore The Play one shot - Unknown,21,story,story,0.02,0.029,0.459,0.02,0.266,0.02,0.122,0.029,0.035
Baltimore The Play one shot - Unknown_page_22,Baltimore The Play one shot - Unknown,22,story,story,0.019,0.03,0.476,0.021,0.25,0.021,0.12,0.031,0.033
Baltimore The Play one shot - Unknown_page_23,Baltimore The Play one shot - Unknown,23,story,first-page,0.026,0.023,0.268,0.031,0.286,0.03,0.156,0.148,0.032
Baltimore The Play one shot - Unknown_page_24,Baltimore The Play one shot - Unknown,24,back_cover,advertisement,0.418,0.019,0.034,0.02,0.053,0.027,0.098,0.225,0.106
Warlord of Mars 029_page_0,Warlord of Mars 029,0,cover,cover,0.049,0.56,0.024,0.015,0.033,0.023,0.209,0.012,0.074
Warlord of Mars 029_page_1,Warlord of Mars 029,1,cover,cover,0.105,0.485,0.023,0.016,0.03,0.029,0.208,0.015,0.09
Warlord of Mars 029_page_2,Warlord of Mars 029,2,credits,credits,0.02,0.038,0.016,0.022,0.023,0.721,0.026,0.107,0.028
Warlord of Mars 029_page_3,Warlord of Mars 029,3,art,story,0.019,0.11,0.38,0.023,0.233,0.051,0.117,0.023,0.045
Warlord of Mars 029_page_4,Warlord of Mars 029,4,first-page,story,0.019,0.052,0.467,0.021,0.245,0.028,0.11,0.023,0.036
Warlord of Mars 029_page_5,Warlord of Mars 029,5,story,story,0.018,0.046,0.478,0.021,0.248,0.029,0.1,0.025,0.034
Warlord of Mars 029_page_6,Warlord of Mars 029,6,story,story,0.02,0.043,0.437,0.021,0.285,0.027,0.111,0.022,0.035
Warlord of Mars 029_page_7,Warlord of Mars 029,7,story,story,0.018,0.033,0.488,0.02,0.248,0.023,0.106,0.027,0.037
Warlord of Mars 029_page_8,Warlord of Mars 029,8,story,story,0.017,0.037,0.497,0.02,0.241,0.024,0.1,0.026,0.037
Warlord of Mars 029_page_9,Warlord of Mars 029,9,story,story,0.017,0.043,0.507,0.021,0.227,0.028,0.095,0.026,0.037
Warlord of Mars 029_page_10,Warlord of Mars 029,10,story,story,0.018,0.031,0.469,0.019,0.265,0.023,0.11,0.029,0.036
Warlord of Mars 029_page_11,Warlord of Mars 029,11,story,story,0.018,0.047,0.514,0.022,0.215,0.03,0.095,0.026,0.033
Warlord of Mars 029_page_12,Warlord of Mars 029,12,story,story,0.018,0.044,0.501,0.02,0.23,0.028,0.096,0.025,0.038
Warlord of Mars 029_page_13,Warlord of Mars 029,13,story,story,0.018,0.039,0.517,0.022,0.222,0.026,0.098,0.027,0.032
Warlord of Mars 029_page_14,Warlord of Mars 029,14,story,story,0.017,0.044,0.51,0.022,0.221,0.026,0.1,0.025,0.034
Warlord of Mars 029_page_15,Warlord of Mars 029,15,story,story,0.018,0.042,0.407,0.018,0.303,0.027,0.126,0.024,0.033
Warlord of Mars 029_page_16,Warlord of Mars 029,16,story,story,0.017,0.044,0.482,0.02,0.241,0.027,0.106,0.025,0.038
Warlord of Mars 029_page_17,Warlord of Mars 029,17,story,story,0.019,0.059,0.494,0.024,0.214,0.03,0.101,0.023,0.036
Warlord of Mars 029_page_18,Warlord of Mars 029,18,story,story,0.018,0.038,0.486,0.02,0.247,0.024,0.106,0.026,0.035
Warlord of Mars 029_page_19,Warlord of Mars 029,19,story,story,0.018,0.029,0.451,0.019,0.28,0.023,0.114,0.032,0.035
Warlord of Mars 029_page_20,Warlord of Mars 029,20,story,story,0.017,0.039,0.43,0.018,0.281,0.024,0.126,0.025,0.04
Warlord of Mars 029_page_21,Warlord of Mars 029,21,story,story,0.017,0.044,0.485,0.019,0.24,0.026,0.106,0.024,0.04
Warlord of Mars 029_page_22,Warlord of Mars 029,22,story,story,0.019,0.035,0.499,0.021,0.244,0.025,0.098,0.028,0.032
Warlord of Mars 029_page_23,Warlord of Mars 029,23,story,story,0.02,0.041,0.452,0.02,0.271,0.027,0.11,0.023,0.034
Warlord of Mars 029_page_24,Warlord of Mars 029,24,story,story,0.018,0.088,0.428,0.023,0.219,0.046,0.113,0.024,0.041
Warlord of Mars 029_page_25,Warlord of Mars 029,25,advertisement,advertisement,0.435,0.015,0.026,0.025,0.035,0.021,0.053,0.285,0.105
Warlord of Mars 029_page_26,Warlord of Mars 029,26,advertisement,advertisement,0.35,0.169,0.038,0.022,0.058,0.034,0.215,0.029,0.085
Warlord of Mars 029_page_27,Warlord of Mars 029,27,advertisement,advertisement,0.699,0.021,0.023,0.017,0.021,0.02,0.053,0.058,0.089
Warlord of Mars 029_page_28,Warlord of Mars 029,28,first-page,first-page,0.024,0.076,0.247,0.02,0.329,0.079,0.154,0.027,0.043
Warlord of Mars 029_page_29,Warlord of Mars 029,29,story,story,0.021,0.05,0.429,0.018,0.267,0.053,0.091,0.027,0.045
Warlord of Mars 029_page_30,Warlord of Mars 029,30,story,story,0.019,0.027,0.456,0.018,0.265,0.022,0.115,0.032,0.046
Warlord of Mars 029_page_31,Warlord of Mars 029,31,story,back_cover,0.129,0.037,0.132,0.016,0.184,0.043,0.179,0.035,0.245
Warlord of Mars 029_page_32,Warlord of Mars 029,32,back_cover,advertisement,0.701,0.025,0.025,0.017,0.022,0.018,0.056,0.036,0.101
Green Arrow (2016-2019) 011_page_0,Green Arrow (2016-2019) 011,0,cover,cover,0.016,0.751,0.013,0.013,0.015,0.064,0.097,0.009,0.022
Green Arrow (2016-2019) 011_page_1,Green Arrow (2016-2019) 011,1,cover,advertisement,0.757,0.017,0.021,0.015,0.014,0.014,0.032,0.034,0.095
Green Arrow (2016-2019) 011_page_2,Green Arrow (2016-2019) 011,2,art,cover,0.018,0.732,0.015,0.013,0.018,0.044,0.125,0.009,0.026
Green Arrow (2016-2019) 011_page_3,Green Arrow (2016-2019) 011,3,first-page,story,0.022,0.037,0.452,0.024,0.282,0.029,0.097,0.03,0.027
Green Arrow (2016-2019) 011_page_4,Green Arrow (2016-2019) 011,4,story,story,0.02,0.057,0.462,0.025,0.243,0.043,0.089,0.027,0.033
Green Arrow (2016-2019) 011_page_5,Green Arrow (2016-2019) 011,5,story,story,0.02,0.049,0.467,0.024,0.253,0.032,0.1,0.023,0.032
Green Arrow (2016-2019) 011_page_6,Green Arrow (2016-2019) 011,6,story,story,0.021,0.032,0.442,0.021,0.288,0.026,0.113,0.027,0.03
Green Arrow (2016-2019) 011_page_7,Green Arrow (2016-2019) 011,7,story,story,0.02,0.033,0.451,0.022,0.28,0.024,0.113,0.027,0.03
Green Arrow (2016-2019) 011_page_8,Green Arrow (2016-2019) 011,8,story,story,0.02,0.047,0.475,0.024,0.247,0.031,0.102,0.024,0.032
Green Arrow (2016-2019) 011_page_9,Green Arrow (2016-2019) 011,9,story,story,0.022,0.047,0.467,0.024,0.256,0.031,0.099,0.024,0.03
Green Arrow (2016-2019) 011_page_10,Green Arrow (2016-2019) 011,10,story,story,0.02,0.036,0.473,0.021,0.269,0.026,0.098,0.026,0.031
Green Arrow (2016-2019) 011_page_11,Green Arrow (2016-2019) 011,11,story,story,0.021,0.05,0.501,0.025,0.222,0.029,0.098,0.023,0.032
Green Arrow (2016-2019) 011_page_12,Green Arrow (2016-2019) 011,12,story,story,0.02,0.039,0.477,0.022,0.256,0.029,0.102,0.025,0.031
Green Arrow (2016-2019) 011_page_13,Green Arrow (2016-2019) 011,13,story,first-page,0.024,0.077,0.269,0.019,0.328,0.029,0.196,0.02,0.038
Green Arrow (2016-2019) 011_page_14,Green Arrow (2016-2019) 011,14,story,story,0.026,0.025,0.35,0.024,0.34,0.025,0.132,0.05,0.028
Green Arrow (2016-2019) 011_page_15,Green Arrow (2016-2019) 011,15,story,story,0.022,0.047,0.38,0.022,0.33,0.033,0.114,0.024,0.027
Green Arrow (2016-2019) 011_page_16,Green Arrow (2016-2019) 011,16,story,story,0.021,0.036,0.456,0.022,0.275,0.022,0.113,0.024,0.03
Green Arrow (2016-2019) 011_page_17,Green Arrow (2016-2019) 011,17,credits,credits,0.028,0.052,0.144,0.017,0.242,0.273,0.114,0.085,0.044
Green Arrow (2016-2019) 011_page_18,Green Arrow (2016-2019) 011,18,first-page,advertisement,0.364,0.095,0.046,0.018,0.086,0.04,0.228,0.062,0.062
Green Arrow (2016-2019) 011_page_19,Green Arrow (2016-2019) 011,19,advertisement,advertisement,0.661,0.033,0.025,0.015,0.017,0.03,0.047,0.027,0.145
Green Arrow (2016-2019) 011_page_20,Green Arrow (2016-2019) 011,20,back_cover,advertisement,0.654,0.013,0.021,0.018,0.014,0.018,0.03,0.072,0.16
Morning Glories 035_page_0,Morning Glories 035,0,credits,advertisement,0.339,0.213,0.031,0.018,0.042,0.035,0.207,0.026,0.09
Morning Glories 035_page_1,Morning Glories 035,1,cover,credits,0.026,0.067,0.018,0.015,0.022,0.738,0.036,0.049,0.029
Morning Glories 035_page_2,Morning Glories 035,2,first-page,story,0.02,0.042,0.517,0.024,0.22,0.029,0.092,0.026,0.031
Morning Glories 035_page_3,Morning Glories 035,3,story,story,0.02,0.047,0.496,0.024,0.232,0.031,0.095,0.024,0.031
Morning Glories 035_page_4,Morning Glories 035,4,story,story,0.02,0.034,0.439,0.02,0.287,0.024,0.117,0.025,0.033
Morning Glories 035_page_5,Morning Glories 035,5,story,story,0.019,0.038,0.471,0.021,0.258,0.027,0.109,0.024,0.033
Morning Glories 035_page_6,Morning Glories 035,6,story,story,0.019,0.045,0.502,0.022,0.225,0.029,0.101,0.023,0.033
Morning Glories 035_page_7,Morning Glories 035,7,story,story,0.019,0.038,0.504,0.023,0.234,0.027,0.099,0.026,0.031
Morning Glories 035_page_8,Morning Glories 035,8,story,story,0.02,0.044,0.492,0.023,0.236,0.029,0.1,0.024,0.032
Morning Glories 035_page_9,Morning Glories 035,9,art,story,0.02,0.033,0.472,0.022,0.261,0.025,0.111,0.028,0.029
Morning Glories 035_page_10,Morning Glories 035,10,first-page,story,0.018,0.041,0.482,0.022,0.249,0.026,0.103,0.023,0.036
Morning Glories 035_page_11,Morning Glories 035,11,story,story,0.02,0.045,0.479,0.023,0.244,0.029,0.106,0.023,0.031
Morning Glories 035_page_12,Morning Glories 035,12,story,story,0.02,0.042,0.486,0.023,0.241,0.027,0.107,0.024,0.03
Morning Glories 035_page_13,Morning Glories 035,13,story,story,0.02,0.033,0.434,0.021,0.289,0.025,0.123,0.027,0.029
Morning Glories 035_page_14,Morning Glories 035,14,story,story,0.019,0.04,0.497,0.022,0.24,0.025,0.101,0.024,0.033
Morning Glories 035_page_15,Morning Glories 035,15,story,story,0.02,0.059,0.41,0.023,0.276,0.033,0.123,0.021,0.036
Morning Glories 035_page_16,Morning Glories 035,16,story,story,0.019,0.041,0.515,0.023,0.226,0.027,0.093,0.025,0.032
Morning Glories 035_page_17,Morning Glories 035,17,story,story,0.019,0.045,0.405,0.02,0.305,0.031,0.117,0.024,0.034
Morning Glories 035_page_18,Morning Glories 035,18,story,story,0.02,0.039,0.472,0.022,0.255,0.026,0.111,0.023,0.031
Morning Glories 035_page_19,Morning Glories 035,19,story,story,0.019,0.047,0.5,0.024,0.228,0.028,0.099,0.024,0.03
Morning Glories 035_page_20,Morning Glories 035,20,story,story,0.02,0.05,0.496,0.025,0.228,0.031,0.095,0.024,0.031
Morning Glories 035_page_21,Morning Glories 035,21,story,story,0.018,0.032,0.4,0.017,0.304,0.022,0.134,0.028,0.045
Morning Glories 035_page_22,Morning Glories 035,22,story,art,0.093,0.032,0.092,0.013,0.241,0.038,0.266,0.059,0.166
Morning Glories 035_page_23,Morning Glories 035,23,story,first-page,0.032,0.02,0.226,0.027,0.287,0.041,0.107,0.211,0.05
Morning Glories 035_page_24,Morning Glories 035,24,art,advertisement,0.696,0.052,0.026,0.018,0.024,0.023,0.074,0.032,0.056
Morning Glories 035_page_25,Morning Glories 035,25,art,advertisement,0.739,0.016,0.021,0.017,0.014,0.019,0.032,0.044,0.099
Morning Glories 035_page_26,Morning Glories 035,26,advertisement,advertisement,0.715,0.031,0.023,0.018,0.016,0.024,0.055,0.032,0.088
Morning Glories 035_page_27,Morning Glories 035,27,advertisement,advertisement,0.729,0.023,0.025,0.017,0.018,0.016,0.04,0.031,0.102
Morning Glories 035_page_28,Morning Glories 035,28,advertisement,advertisement,0.745,0.018,0.02,0.017,0.015,0.017,0.036,0.044,0.088
Morning Glories 035_page_29,Morning Glories 035,29,advertisement,advertisement,0.677,0.012,0.02,0.019,0.017,0.016,0.029,0.103,0.107
Morning Glories 035_page_30,Morning Glories 035,30,advertisement,advertisement,0.709,0.017,0.021,0.017,0.022,0.017,0.043,0.068,0.085
Morning Glories 035_page_31,Morning Glories 035,31,back_cover,advertisement,0.549,0.016,0.024,0.02,0.018,0.026,0.036,0.055,0.255
witchblade issue116 - Unknown_page_0,witchblade issue116 - Unknown,0,cover,cover,0.028,0.691,0.013,0.015,0.016,0.058,0.138,0.011,0.03
witchblade issue116 - Unknown_page_1,witchblade issue116 - Unknown,1,credits,credits,0.021,0.039,0.019,0.027,0.032,0.531,0.034,0.274,0.024
witchblade issue116 - Unknown_page_2,witchblade issue116 - Unknown,2,art,advertisement,0.493,0.068,0.034,0.018,0.05,0.025,0.167,0.066,0.078
witchblade issue116 - Unknown_page_3,witchblade issue116 - Unknown,3,advertisement,advertisement,0.566,0.02,0.025,0.026,0.024,0.025,0.046,0.185,0.082
witchblade issue116 - Unknown_page_4,witchblade issue116 - Unknown,4,first-page,first-page,0.019,0.03,0.325,0.016,0.363,0.02,0.152,0.03,0.045
witchblade issue116 - Unknown_page_5,witchblade issue116 - Unknown,5,story,first-page,0.022,0.023,0.256,0.018,0.361,0.022,0.194,0.056,0.049
witchblade issue116 - Unknown_page_6,witchblade issue116 - Unknown,6,story,first-page,0.029,0.02,0.18,0.025,0.275,0.031,0.174,0.211,0.056
witchblade issue116 - Unknown_page_7,witchblade issue116 - Unknown,7,story,first-page,0.023,0.022,0.264,0.019,0.338,0.023,0.173,0.085,0.054
witchblade issue116 - Unknown_page_8,witchblade issue116 - Unknown,8,story,story,0.02,0.028,0.425,0.021,0.288,0.02,0.132,0.034,0.032
witchblade issue116 - Unknown_page_9,witchblade issue116 - Unknown,9,art,text,0.033,0.022,0.147,0.035,0.239,0.042,0.137,0.316,0.03
witchblade issue116 - Unknown_page_10,witchblade issue116 - Unknown,10,first-page,first-page,0.026,0.024,0.227,0.022,0.333,0.026,0.199,0.098,0.045
witchblade issue116 - Unknown_page_11,witchblade issue116 - Unknown,11,art,first-page,0.024,0.022,0.285,0.028,0.305,0.027,0.16,0.113,0.037
witchblade issue116 - Unknown_page_12,witchblade issue116 - Unknown,12,first-page,story,0.021,0.023,0.358,0.021,0.31,0.021,0.152,0.052,0.041
witchblade issue116 - Unknown_page_13,witchblade issue116 - Unknown,13,story,first-page,0.022,0.024,0.313,0.021,0.334,0.023,0.169,0.058,0.036
witchblade issue116 - Unknown_page_14,witchblade issue116 - Unknown,14,story,first-page,0.024,0.022,0.279,0.026,0.316,0.028,0.154,0.113,0.037
witchblade issue116 - Unknown_page_15,witchblade issue116 - Unknown,15,art,first-page,0.024,0.023,0.304,0.026,0.307,0.027,0.153,0.102,0.034
witchblade issue116 - Unknown_page_16,witchblade issue116 - Unknown,16,first-page,first-page,0.032,0.023,0.216,0.019,0.369,0.02,0.211,0.062,0.048
witchblade issue116 - Unknown_page_17,witchblade issue116 - Unknown,17,story,first-page,0.023,0.023,0.286,0.019,0.347,0.02,0.186,0.052,0.044
witchblade issue116 - Unknown_page_18,witchblade issue116 - Unknown,18,story,story,0.02,0.025,0.383,0.018,0.316,0.02,0.142,0.035,0.04
witchblade issue116 - Unknown_page_19,witchblade issue116 - Unknown,19,story,story,0.02,0.025,0.401,0.021,0.304,0.021,0.138,0.038,0.03
witchblade issue116 - Unknown_page_20,witchblade issue116 - Unknown,20,story,first-page,0.022,0.021,0.269,0.02,0.352,0.024,0.175,0.072,0.044
witchblade issue116 - Unknown_page_21,witchblade issue116 - Unknown,21,story,first-page,0.023,0.025,0.273,0.025,0.351,0.03,0.155,0.088,0.031
witchblade issue116 - Unknown_page_22,witchblade issue116 - Unknown,22,story,story,0.02,0.026,0.39,0.021,0.311,0.021,0.139,0.039,0.033
witchblade issue116 - Unknown_page_23,witchblade issue116 - Unknown,23,art,first-page,0.021,0.023,0.258,0.017,0.387,0.024,0.176,0.046,0.048
witchblade issue116 - Unknown_page_24,witchblade issue116 - Unknown,24,first-page,first-page,0.061,0.028,0.116,0.016,0.249,0.034,0.226,0.051,0.219
witchblade issue116 - Unknown_page_25,witchblade issue116 - Unknown,25,art,story,0.02,0.03,0.359,0.02,0.326,0.022,0.155,0.038,0.03
witchblade issue116 - Unknown_page_26,witchblade issue116 - Unknown,26,art,story,0.018,0.029,0.377,0.017,0.337,0.025,0.131,0.031,0.035
witchblade issue116 - Unknown_page_27,witchblade issue116 - Unknown,27,first-page,story,0.019,0.028,0.368,0.018,0.333,0.023,0.143,0.032,0.036
witchblade issue116 - Unknown_page_28,witchblade issue116 - Unknown,28,art,story,0.018,0.038,0.465,0.021,0.266,0.023,0.112,0.026,0.031
witchblade issue116 - Unknown_page_29,witchblade issue116 - Unknown,29,back_cover,back_cover,0.217,0.025,0.032,0.019,0.048,0.028,0.101,0.066,0.463
Rat Queens (2017-) 006_page_0,Rat Queens (2017-) 006,0,cover,cover,0.063,0.539,0.027,0.015,0.038,0.028,0.215,0.012,0.063
Rat Queens (2017-) 006_page_1,Rat Queens (2017-) 006,1,credits,credits,0.013,0.05,0.015,0.016,0.021,0.751,0.025,0.083,0.025
Rat Queens (2017-) 006_page_2,Rat Queens (2017-) 006,2,first-page,story,0.019,0.034,0.503,0.022,0.24,0.023,0.101,0.027,0.031
Rat Queens (2017-) 006_page_3,Rat Queens (2017-) 006,3,story,story,0.019,0.039,0.517,0.022,0.222,0.025,0.098,0.026,0.032
Rat Queens (2017-) 006_page_4,Rat Queens (2017-) 006,4,story,story,0.02,0.031,0.485,0.021,0.249,0.021,0.113,0.031,0.03
Rat Queens (2017-) 006_page_5,Rat Queens (2017-) 006,5,story,story,0.02,0.037,0.497,0.023,0.24,0.023,0.105,0.025,0.029
Rat Queens (2017-) 006_page_6,Rat Queens (2017-) 006,6,story,story,0.02,0.042,0.468,0.021,0.254,0.023,0.117,0.023,0.031
Rat Queens (2017-) 006_page_7,Rat Queens (2017-) 006,7,story,story,0.02,0.026,0.43,0.021,0.283,0.02,0.129,0.038,0.033
Rat Queens (2017-) 006_page_8,Rat Queens (2017-) 006,8,story,story,0.02,0.04,0.501,0.021,0.23,0.025,0.105,0.023,0.033
Rat Queens (2017-) 006_page_9,Rat Queens (2017-) 006,9,story,story,0.021,0.048,0.486,0.022,0.235,0.028,0.106,0.022,0.032
Rat Queens (2017-) 006_page_10,Rat Queens (2017-) 006,10,story,story,0.022,0.028,0.388,0.017,0.344,0.024,0.114,0.028,0.035
Rat Queens (2017-) 006_page_11,Rat Queens (2017-) 006,11,story,first-page,0.022,0.039,0.313,0.019,0.378,0.025,0.149,0.024,0.03
Rat Queens (2017-) 006_page_12,Rat Queens (2017-) 006,12,story,story,0.023,0.041,0.373,0.017,0.329,0.022,0.134,0.021,0.038
Rat Queens (2017-) 006_page_13,Rat Queens (2017-) 006,13,story,story,0.021,0.042,0.475,0.021,0.259,0.029,0.095,0.023,0.034
Rat Queens (2017-) 006_page_14,Rat Queens (2017-) 006,14,story,story,0.019,0.038,0.387,0.017,0.336,0.028,0.113,0.024,0.038
Rat Queens (2017-) 006_page_15,Rat Queens (2017-) 006,15,story,story,0.02,0.048,0.471,0.021,0.26,0.034,0.085,0.025,0.036
Rat Queens (2017-) 006_page_16,Rat Queens (2017-) 006,16,story,story,0.02,0.033,0.394,0.018,0.344,0.028,0.103,0.026,0.035
Rat Queens (2017-) 006_page_17,Rat Queens (2017-) 006,17,story,story,0.019,0.035,0.491,0.021,0.242,0.021,0.111,0.025,0.035
Rat Queens (2017-) 006_page_18,Rat Queens (2017-) 006,18,story,story,0.019,0.035,0.492,0.02,0.244,0.023,0.109,0.026,0.033
Rat Queens (2017-) 006_page_19,Rat Queens (2017-) 006,19,story,story,0.019,0.043,0.497,0.021,0.232,0.024,0.105,0.024,0.035
Rat Queens (2017-) 006_page_20,Rat Queens (2017-) 006,20,story,story,0.02,0.036,0.48,0.022,0.254,0.021,0.111,0.025,0.031
Rat Queens (2017-) 006_page_21,Rat Queens (2017-) 006,21,story,story,0.019,0.033,0.494,0.021,0.243,0.02,0.11,0.027,0.033
Rat Queens (2017-) 006_page_22,Rat Queens (2017-) 006,22,story,story,0.017,0.039,0.503,0.019,0.226,0.025,0.101,0.027,0.044
Rat Queens (2017-) 006_page_23,Rat Queens (2017-) 006,23,advertisement,advertisement,0.666,0.039,0.03,0.016,0.027,0.02,0.068,0.028,0.106
Rat Queens (2017-) 006_page_24,Rat Queens (2017-) 006,24,advertisement,advertisement,0.74,0.014,0.02,0.017,0.016,0.016,0.031,0.05,0.097
Rat Queens (2017-) 006_page_25,Rat Queens (2017-) 006,25,advertisement,advertisement,0.729,0.019,0.019,0.018,0.018,0.017,0.038,0.063,0.08
Rat Queens (2017-) 006_page_26,Rat Queens (2017-) 006,26,advertisement,advertisement,0.689,0.029,0.027,0.016,0.024,0.039,0.054,0.031,0.092
Rat Queens (2017-) 006_page_27,Rat Queens (2017-) 006,27,back_cover,advertisement,0.487,0.03,0.03,0.02,0.028,0.023,0.064,0.032,0.285
Interpol - Volume 3 - Rome The Purple Cats_page_0,Interpol - Volume 3 - Rome The Purple Cats,0,cover,advertisement,0.469,0.164,0.03,0.019,0.031,0.03,0.143,0.027,0.086
Interpol - Volume 3 - Rome The Purple Cats_page_1,Interpol - Volume 3 - Rome The Purple Cats,1,cover,advertisement,0.447,0.149,0.028,0.019,0.034,0.046,0.153,0.029,0.095
Interpol - Volume 3 - Rome The Purple Cats_page_2,Interpol - Volume 3 - Rome The Purple Cats,2,first-page,story,0.023,0.024,0.37,0.025,0.304,0.021,0.141,0.06,0.031
Interpol - Volume 3 - Rome The Purple Cats_page_3,Interpol - Volume 3 - Rome The Purple Cats,3,story,story,0.022,0.027,0.431,0.024,0.268,0.02,0.139,0.041,0.028
Interpol - Volume 3 - Rome The Purple Cats_page_4,Interpol - Volume 3 - Rome The Purple Cats,4,story,story,0.017,0.042,0.493,0.023,0.236,0.024,0.109,0.027,0.029
Interpol - Volume 3 - Rome The Purple Cats_page_5,Interpol - Volume 3 - Rome The Purple Cats,5,story,story,0.019,0.031,0.478,0.023,0.247,0.02,0.121,0.031,0.03
Interpol - Volume 3 - Rome The Purple Cats_page_6,Interpol - Volume 3 - Rome The Purple Cats,6,story,story,0.019,0.037,0.518,0.023,0.215,0.022,0.11,0.025,0.031
Interpol - Volume 3 - Rome The Purple Cats_page_7,Interpol - Volume 3 - Rome The Purple Cats,7,story,story,0.019,0.044,0.514,0.024,0.219,0.024,0.101,0.024,0.03
Interpol - Volume 3 - Rome The Purple Cats_page_8,Interpol - Volume 3 - Rome The Purple Cats,8,story,story,0.019,0.044,0.522,0.025,0.214,0.027,0.093,0.027,0.029
